# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-a" "/home/lukasa/Genome_analysis_project/05-annotation/R7_prokka_output/R7_annotation.gtf" "-o" "R7_counts_64.txt" "-g" "gene_id" "-t" "transcript" "/home/lukasa/Genome_analysis_project/07-RNA_mapping/64_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lukasa/Genome_analysis_project/07-RNA_mapping/64_sorted.bam
FGFFFLIJ_00119	contig_2_pilon	135773	135967	-	195	10
FGFFFLIJ_00120	contig_2_pilon	136032	137108	-	1077	27
FGFFFLIJ_00121	contig_2_pilon	137620	138039	+	420	28
FGFFFLIJ_00122	contig_2_pilon	138131	138697	+	567	65
FGFFFLIJ_00123	contig_2_pilon	138793	139167	+	375	47
FGFFFLIJ_00124	contig_2_pilon	139164	139736	-	573	140
FGFFFLIJ_00125	contig_2_pilon	139770	141479	-	1710	19
FGFFFLIJ_00126	contig_2_pilon	141560	143194	-	1635	47
FGFFFLIJ_00127	contig_2_pilon	143631	144593	+	963	76
FGFFFLIJ_00128	contig_2_pilon	144629	145228	+	600	11
FGFFFLIJ_00129	contig_2_pilon	145231	145461	-	231	6
FGFFFLIJ_00130	contig_2_pilon	146141	146290	+	150	62
FGFFFLIJ_00131	contig_2_pilon	146707	147123	+	417	83
FGFFFLIJ_00132	contig_2_pilon	147269	148279	+	1011	28
FGFFFLIJ_00133	contig_2_pilon	148603	149970	+	1368	23
FGFFFLIJ_00134	contig_2_pilon	149970	150917	+	948	6
FGFFFLIJ_00135	contig_2_pilon	150917	151798	+	882	5
FGFFFLIJ_00136	contig_2_pilon	151880	153484	+	1605	2
FGFFFLIJ_00137	contig_2_pilon	153526	156021	+	2496	75
FGFFFLIJ_00138	contig_2_pilon	156138	156329	-	192	15
FGFFFLIJ_00139	contig_2_pilon	156388	157326	-	939	18
FGFFFLIJ_00140	contig_2_pilon	157608	158600	+	993	53
FGFFFLIJ_00141	contig_2_pilon	158716	159345	+	630	6
FGFFFLIJ_00142	contig_2_pilon	159365	159745	-	381	32
FGFFFLIJ_00143	contig_2_pilon	159881	160537	+	657	25
FGFFFLIJ_00144	contig_2_pilon	160566	161078	-	513	10
FGFFFLIJ_00145	contig_2_pilon	161215	162753	+	1539	2
FGFFFLIJ_00146	contig_2_pilon	162847	163587	+	741	87
FGFFFLIJ_00147	contig_2_pilon	163614	164036	-	423	78
FGFFFLIJ_00148	contig_2_pilon	164216	165148	-	933	193
FGFFFLIJ_00149	contig_2_pilon	165148	165945	-	798	228
FGFFFLIJ_00150	contig_2_pilon	166124	166735	+	612	13
FGFFFLIJ_00151	contig_2_pilon	166758	167780	-	1023	1316
FGFFFLIJ_00152	contig_2_pilon	167926	168546	-	621	45
FGFFFLIJ_00153	contig_2_pilon	168752	169972	+	1221	348
FGFFFLIJ_00154	contig_2_pilon	169993	170184	+	192	33
FGFFFLIJ_00155	contig_2_pilon	170275	171246	-	972	4
FGFFFLIJ_00156	contig_2_pilon	171551	171940	+	390	0
FGFFFLIJ_00157	contig_2_pilon	172445	172942	-	498	0
FGFFFLIJ_00158	contig_2_pilon	173520	173921	+	402	0
FGFFFLIJ_00159	contig_2_pilon	174021	175355	-	1335	51
FGFFFLIJ_00160	contig_2_pilon	175573	176265	-	693	115
FGFFFLIJ_00161	contig_2_pilon	176320	176904	-	585	112
FGFFFLIJ_00162	contig_2_pilon	177031	178287	-	1257	17
FGFFFLIJ_00163	contig_2_pilon	178460	179374	-	915	116
FGFFFLIJ_00164	contig_2_pilon	179506	179850	-	345	67
FGFFFLIJ_00165	contig_2_pilon	179879	180283	-	405	193
FGFFFLIJ_00166	contig_2_pilon	180315	181034	-	720	8
FGFFFLIJ_00167	contig_2_pilon	181172	182185	-	1014	2
FGFFFLIJ_00168	contig_2_pilon	182820	184484	-	1665	38
FGFFFLIJ_00169	contig_2_pilon	184850	185812	+	963	2826
FGFFFLIJ_00170	contig_2_pilon	186015	186914	+	900	37
FGFFFLIJ_00171	contig_2_pilon	187070	187654	-	585	348
FGFFFLIJ_00172	contig_2_pilon	187786	188733	-	948	62
FGFFFLIJ_00173	contig_2_pilon	188977	189246	+	270	185
FGFFFLIJ_00174	contig_2_pilon	189551	190000	-	450	1162
FGFFFLIJ_00175	contig_2_pilon	190220	190756	+	537	88
FGFFFLIJ_00176	contig_2_pilon	190620	191492	-	873	64
FGFFFLIJ_00177	contig_2_pilon	191489	192409	-	921	60
FGFFFLIJ_00178	contig_2_pilon	192406	192834	-	429	37
FGFFFLIJ_00179	contig_2_pilon	192831	193319	-	489	93
FGFFFLIJ_00180	contig_2_pilon	193478	194965	-	1488	51
FGFFFLIJ_00181	contig_2_pilon	195144	195968	+	825	6
FGFFFLIJ_00182	contig_2_pilon	196017	196988	+	972	251
FGFFFLIJ_00183	contig_2_pilon	197138	197749	-	612	1523
FGFFFLIJ_00184	contig_2_pilon	197868	205514	-	7647	350
FGFFFLIJ_00185	contig_2_pilon	205511	208912	-	3402	180
FGFFFLIJ_00186	contig_2_pilon	208909	210192	-	1284	86
FGFFFLIJ_00187	contig_2_pilon	210651	210872	+	222	30
FGFFFLIJ_00188	contig_2_pilon	211282	212454	+	1173	268
FGFFFLIJ_00189	contig_2_pilon	212451	212600	+	150	37
FGFFFLIJ_00190	contig_2_pilon	212597	214147	+	1551	377
FGFFFLIJ_00191	contig_2_pilon	214144	216096	+	1953	261
FGFFFLIJ_00192	contig_2_pilon	216301	216444	+	144	178
FGFFFLIJ_00193	contig_2_pilon	216520	218121	-	1602	216
FGFFFLIJ_00194	contig_2_pilon	218168	219370	-	1203	186
FGFFFLIJ_00195	contig_2_pilon	219746	220057	-	312	120
FGFFFLIJ_00196	contig_2_pilon	220338	221003	-	666	588
FGFFFLIJ_00197	contig_2_pilon	221290	222177	-	888	90
FGFFFLIJ_00198	contig_2_pilon	222220	223320	+	1101	1316
FGFFFLIJ_00199	contig_2_pilon	223375	223749	+	375	247
FGFFFLIJ_00200	contig_2_pilon	223958	224371	-	414	102
FGFFFLIJ_00201	contig_2_pilon	224435	225409	-	975	6
FGFFFLIJ_00202	contig_2_pilon	225525	226742	-	1218	118
FGFFFLIJ_00203	contig_2_pilon	226938	227138	+	201	3393
FGFFFLIJ_00204	contig_2_pilon	227158	227460	-	303	129
FGFFFLIJ_00205	contig_2_pilon	227575	227844	+	270	2441
FGFFFLIJ_00206	contig_2_pilon	227992	228207	-	216	21
FGFFFLIJ_00207	contig_2_pilon	246657	246738	-	82	0
FGFFFLIJ_00208	contig_2_pilon	249736	250629	-	894	9
FGFFFLIJ_00209	contig_2_pilon	250931	252559	-	1629	93
FGFFFLIJ_00210	contig_2_pilon	252581	254722	-	2142	30
FGFFFLIJ_00211	contig_2_pilon	254840	255322	-	483	15
FGFFFLIJ_00212	contig_2_pilon	255673	256776	+	1104	16
FGFFFLIJ_00213	contig_2_pilon	256996	258921	-	1926	1173
FGFFFLIJ_00214	contig_2_pilon	259172	259402	-	231	85
FGFFFLIJ_00215	contig_2_pilon	259623	259823	-	201	50
FGFFFLIJ_00216	contig_2_pilon	259959	261440	-	1482	36
FGFFFLIJ_00217	contig_2_pilon	261782	262198	-	417	0
FGFFFLIJ_00218	contig_2_pilon	262407	262943	-	537	40
FGFFFLIJ_00219	contig_2_pilon	262999	263877	-	879	14
FGFFFLIJ_00220	contig_2_pilon	264214	264969	+	756	914
FGFFFLIJ_00221	contig_2_pilon	265276	265470	+	195	487
FGFFFLIJ_00222	contig_2_pilon	265533	267491	+	1959	708
FGFFFLIJ_00223	contig_2_pilon	267696	268436	+	741	143
FGFFFLIJ_00224	contig_2_pilon	268471	269973	-	1503	118
FGFFFLIJ_00225	contig_2_pilon	270074	270796	+	723	20
FGFFFLIJ_00226	contig_2_pilon	270967	271893	+	927	39
FGFFFLIJ_00227	contig_2_pilon	272021	272842	+	822	363
FGFFFLIJ_00228	contig_2_pilon	273235	273618	+	384	11556
FGFFFLIJ_00229	contig_2_pilon	274085	274672	-	588	1051
FGFFFLIJ_00230	contig_2_pilon	274813	275181	-	369	1876
FGFFFLIJ_00231	contig_2_pilon	275311	275556	+	246	404
FGFFFLIJ_00232	contig_2_pilon	275649	276614	-	966	22829
FGFFFLIJ_00233	contig_2_pilon	276778	277536	-	759	692
FGFFFLIJ_00234	contig_2_pilon	277533	279185	-	1653	141
FGFFFLIJ_00235	contig_2_pilon	279818	281458	-	1641	118
FGFFFLIJ_00236	contig_2_pilon	281605	282045	-	441	160
FGFFFLIJ_00237	contig_2_pilon	282167	282676	+	510	3378
FGFFFLIJ_00238	contig_2_pilon	282701	283801	-	1101	57
FGFFFLIJ_00239	contig_2_pilon	283798	284979	-	1182	4
FGFFFLIJ_00240	contig_2_pilon	285281	286471	+	1191	49
FGFFFLIJ_00241	contig_2_pilon	286509	287681	-	1173	1182
FGFFFLIJ_00242	contig_2_pilon	288127	289398	+	1272	20
FGFFFLIJ_00243	contig_2_pilon	290163	291083	-	921	92
FGFFFLIJ_00244	contig_2_pilon	291169	291738	+	570	66
FGFFFLIJ_00245	contig_2_pilon	292345	293178	-	834	204
FGFFFLIJ_00246	contig_2_pilon	293565	293921	+	357	64
FGFFFLIJ_00247	contig_2_pilon	293921	294544	+	624	27
FGFFFLIJ_00248	contig_2_pilon	294541	295689	-	1149	178
FGFFFLIJ_00249	contig_2_pilon	295905	297641	-	1737	302
FGFFFLIJ_00250	contig_2_pilon	297656	299086	-	1431	313
FGFFFLIJ_00251	contig_2_pilon	299454	300128	+	675	26
FGFFFLIJ_00252	contig_2_pilon	301046	302353	-	1308	52
FGFFFLIJ_00253	contig_2_pilon	302568	302990	+	423	30
FGFFFLIJ_00254	contig_2_pilon	303092	305722	-	2631	26
FGFFFLIJ_00255	contig_2_pilon	305994	306653	-	660	84
FGFFFLIJ_00256	contig_2_pilon	306819	307433	+	615	4
FGFFFLIJ_00257	contig_2_pilon	307424	308572	+	1149	13
FGFFFLIJ_00258	contig_2_pilon	308569	309492	+	924	6
FGFFFLIJ_00259	contig_2_pilon	309672	310931	+	1260	37
FGFFFLIJ_00260	contig_2_pilon	311180	312703	+	1524	763
FGFFFLIJ_00261	contig_2_pilon	312919	313785	-	867	42
FGFFFLIJ_00262	contig_2_pilon	313797	315599	+	1803	800
FGFFFLIJ_00263	contig_2_pilon	315662	316156	-	495	3
FGFFFLIJ_00264	contig_2_pilon	316511	316939	-	429	8
FGFFFLIJ_00265	contig_2_pilon	317387	317515	-	129	0
FGFFFLIJ_00266	contig_2_pilon	317737	318402	-	666	92
FGFFFLIJ_00267	contig_2_pilon	318512	319459	+	948	10
FGFFFLIJ_00268	contig_2_pilon	319600	319956	+	357	1159
FGFFFLIJ_00269	contig_2_pilon	320880	321083	+	204	624
FGFFFLIJ_00270	contig_2_pilon	321291	322001	-	711	113
FGFFFLIJ_00271	contig_2_pilon	321979	322782	-	804	55
FGFFFLIJ_00272	contig_2_pilon	323030	323299	-	270	44
FGFFFLIJ_00273	contig_2_pilon	323497	323835	-	339	121
FGFFFLIJ_00274	contig_2_pilon	324615	325004	+	390	87
FGFFFLIJ_00275	contig_2_pilon	325495	325902	-	408	0
FGFFFLIJ_00276	contig_2_pilon	325993	326619	+	627	16
FGFFFLIJ_00277	contig_2_pilon	326961	327494	-	534	307
FGFFFLIJ_00278	contig_2_pilon	327935	331774	-	3840	790
FGFFFLIJ_00279	contig_2_pilon	331767	337349	-	5583	825
FGFFFLIJ_00280	contig_2_pilon	337377	338639	-	1263	678
FGFFFLIJ_00281	contig_2_pilon	338643	348182	-	9540	1569
FGFFFLIJ_00282	contig_2_pilon	348541	349746	-	1206	843
FGFFFLIJ_00283	contig_2_pilon	350264	350983	+	720	117
FGFFFLIJ_00284	contig_2_pilon	351508	352311	-	804	47
FGFFFLIJ_00285	contig_2_pilon	352439	352747	-	309	33
FGFFFLIJ_00286	contig_2_pilon	352686	352994	-	309	74
FGFFFLIJ_00287	contig_2_pilon	353119	353391	-	273	0
FGFFFLIJ_00288	contig_2_pilon	353658	354242	-	585	8
FGFFFLIJ_00289	contig_2_pilon	354308	356041	-	1734	53
FGFFFLIJ_00290	contig_2_pilon	356147	358195	-	2049	26
FGFFFLIJ_00291	contig_2_pilon	358306	359775	-	1470	4
FGFFFLIJ_00292	contig_2_pilon	360026	360868	+	843	10
FGFFFLIJ_00293	contig_2_pilon	361033	362208	+	1176	202
FGFFFLIJ_00294	contig_2_pilon	362205	362681	+	477	52
FGFFFLIJ_00295	contig_2_pilon	362678	363496	+	819	56
FGFFFLIJ_00296	contig_2_pilon	363498	364283	+	786	35
FGFFFLIJ_00297	contig_2_pilon	364280	365680	+	1401	76
FGFFFLIJ_00298	contig_2_pilon	365671	366354	+	684	60
FGFFFLIJ_00299	contig_2_pilon	366354	367466	+	1113	65
FGFFFLIJ_00300	contig_2_pilon	367463	368494	+	1032	16
FGFFFLIJ_00301	contig_2_pilon	368516	369067	+	552	40
FGFFFLIJ_00302	contig_2_pilon	369075	369782	+	708	5
FGFFFLIJ_00303	contig_2_pilon	369828	370709	-	882	24
FGFFFLIJ_00304	contig_2_pilon	370917	371456	+	540	8
FGFFFLIJ_00305	contig_2_pilon	371453	373783	+	2331	79
FGFFFLIJ_00306	contig_2_pilon	373790	374074	+	285	20
FGFFFLIJ_00307	contig_2_pilon	374074	374913	+	840	28
FGFFFLIJ_00308	contig_2_pilon	375034	377727	+	2694	65
FGFFFLIJ_00309	contig_2_pilon	377752	378648	+	897	27
FGFFFLIJ_00310	contig_2_pilon	378698	379426	+	729	33
FGFFFLIJ_00311	contig_2_pilon	379458	380000	+	543	16
FGFFFLIJ_00312	contig_2_pilon	380016	380900	-	885	120
FGFFFLIJ_00313	contig_2_pilon	380912	381034	-	123	36
FGFFFLIJ_00314	contig_2_pilon	381209	383950	-	2742	8
FGFFFLIJ_00315	contig_2_pilon	383989	384978	-	990	13
FGFFFLIJ_00316	contig_2_pilon	385318	385854	-	537	11
FGFFFLIJ_00317	contig_2_pilon	386176	386727	+	552	0
FGFFFLIJ_00318	contig_2_pilon	386920	387339	+	420	2
FGFFFLIJ_00319	contig_2_pilon	387400	389184	+	1785	10
FGFFFLIJ_00320	contig_2_pilon	389193	389936	-	744	14
FGFFFLIJ_00321	contig_2_pilon	390062	390541	-	480	40
FGFFFLIJ_00322	contig_2_pilon	390649	391398	+	750	109
FGFFFLIJ_00323	contig_2_pilon	391526	392335	-	810	11
FGFFFLIJ_00324	contig_2_pilon	392565	393278	-	714	3
FGFFFLIJ_00325	contig_2_pilon	393275	394303	-	1029	8
FGFFFLIJ_00326	contig_2_pilon	394580	394858	+	279	4
FGFFFLIJ_00327	contig_2_pilon	395058	395474	-	417	2
FGFFFLIJ_00328	contig_2_pilon	395801	396934	+	1134	55
FGFFFLIJ_00329	contig_2_pilon	397016	397318	-	303	833
FGFFFLIJ_00330	contig_2_pilon	397451	398647	-	1197	3809
FGFFFLIJ_00331	contig_2_pilon	398694	399767	-	1074	1122
FGFFFLIJ_00332	contig_2_pilon	399937	400019	+	83	8
FGFFFLIJ_00333	contig_2_pilon	400552	401127	+	576	48
FGFFFLIJ_00334	contig_2_pilon	401174	401935	-	762	49
FGFFFLIJ_00335	contig_2_pilon	402246	402887	-	642	8
FGFFFLIJ_00336	contig_2_pilon	403527	403751	+	225	2
FGFFFLIJ_00337	contig_2_pilon	403796	404389	-	594	101
FGFFFLIJ_00338	contig_2_pilon	404421	404672	+	252	1
FGFFFLIJ_00339	contig_2_pilon	404684	405496	-	813	46
FGFFFLIJ_00340	contig_2_pilon	405539	405940	+	402	10
FGFFFLIJ_00341	contig_2_pilon	406246	407592	+	1347	1161
FGFFFLIJ_00342	contig_2_pilon	407722	409401	+	1680	234
FGFFFLIJ_00343	contig_2_pilon	409486	414696	-	5211	647
FGFFFLIJ_00344	contig_2_pilon	414780	414971	-	192	62
FGFFFLIJ_00345	contig_2_pilon	415057	416319	-	1263	1456
FGFFFLIJ_00346	contig_2_pilon	416348	417406	-	1059	1103
FGFFFLIJ_00347	contig_2_pilon	417460	418842	-	1383	1352
FGFFFLIJ_00348	contig_2_pilon	419072	420721	-	1650	2088
FGFFFLIJ_00349	contig_2_pilon	420963	422087	+	1125	304
FGFFFLIJ_00350	contig_2_pilon	422196	442550	-	20355	2134
FGFFFLIJ_00351	contig_2_pilon	442724	454900	-	12177	3313
FGFFFLIJ_00352	contig_2_pilon	454936	461331	-	6396	1821
FGFFFLIJ_00353	contig_2_pilon	461342	489763	-	28422	3920
FGFFFLIJ_00354	contig_2_pilon	490133	490894	-	762	1821
FGFFFLIJ_00355	contig_2_pilon	491203	493959	-	2757	50
FGFFFLIJ_00356	contig_2_pilon	493949	496765	-	2817	18
FGFFFLIJ_00357	contig_2_pilon	496776	499679	-	2904	578
FGFFFLIJ_00358	contig_2_pilon	499812	500579	-	768	1776
FGFFFLIJ_00359	contig_2_pilon	500709	501740	-	1032	4032
FGFFFLIJ_00360	contig_2_pilon	502602	502877	+	276	38
FGFFFLIJ_00361	contig_2_pilon	502874	504601	+	1728	404
FGFFFLIJ_00362	contig_2_pilon	504850	506373	-	1524	4
FGFFFLIJ_00363	contig_2_pilon	506725	507558	+	834	6
FGFFFLIJ_00364	contig_2_pilon	507618	508106	-	489	10
FGFFFLIJ_00365	contig_2_pilon	508280	509242	+	963	18
FGFFFLIJ_00366	contig_2_pilon	509248	510423	-	1176	16
FGFFFLIJ_00367	contig_2_pilon	510586	511359	-	774	7
FGFFFLIJ_00368	contig_2_pilon	511567	514491	-	2925	81
FGFFFLIJ_00369	contig_2_pilon	514491	515087	-	597	10
FGFFFLIJ_00370	contig_2_pilon	515268	516608	+	1341	28
FGFFFLIJ_00371	contig_2_pilon	516635	517606	-	972	2
FGFFFLIJ_00372	contig_2_pilon	517643	518980	-	1338	0
FGFFFLIJ_00373	contig_2_pilon	518980	520140	-	1161	0
FGFFFLIJ_00374	contig_2_pilon	520375	523938	+	3564	12
FGFFFLIJ_00375	contig_2_pilon	523946	525013	+	1068	0
FGFFFLIJ_00376	contig_2_pilon	525066	526064	+	999	4
FGFFFLIJ_00377	contig_2_pilon	526061	526948	+	888	0
FGFFFLIJ_00378	contig_2_pilon	526936	527538	+	603	0
FGFFFLIJ_00379	contig_2_pilon	527535	528587	+	1053	0
FGFFFLIJ_00380	contig_2_pilon	528584	529657	+	1074	0
FGFFFLIJ_00381	contig_2_pilon	529763	530995	+	1233	30
FGFFFLIJ_00382	contig_2_pilon	531029	531604	-	576	8
FGFFFLIJ_00383	contig_2_pilon	531611	532423	+	813	6
FGFFFLIJ_00384	contig_2_pilon	532470	533348	-	879	24
FGFFFLIJ_00385	contig_2_pilon	533520	534122	+	603	76
FGFFFLIJ_00386	contig_2_pilon	534194	535471	+	1278	36
FGFFFLIJ_00387	contig_2_pilon	535387	536646	-	1260	8
FGFFFLIJ_00388	contig_2_pilon	536734	537723	+	990	8
FGFFFLIJ_00389	contig_2_pilon	537743	538831	-	1089	8
FGFFFLIJ_00390	contig_2_pilon	538974	542936	-	3963	18
FGFFFLIJ_00391	contig_2_pilon	542933	543163	-	231	4
FGFFFLIJ_00392	contig_2_pilon	543287	544264	-	978	2
FGFFFLIJ_00393	contig_2_pilon	544407	545495	+	1089	0
